stockid,stocklong,SSB_now,F_now,B_lim,ADH,lastyear,tsn,scientificname,commonname,family,ordername,taxGroup,FisheryType,zero,stocklong_short
SBT,Southern bluefin tuna Southern Oceans,130000.0,0.0576,256000.0,0.0,2016,172431,Thunnus maccoyii,Southern bluefin tuna,Scombridae,Perciformes,tuna-billfish,Tuna and Marlin,1,Southern bluefin tuna Southern Oceans
SBWHITACIR,Southern blue whiting Campbell Island Rise,196000.0,0.145,43400.0,10.397622193959712,2013,164775,Micromesistius australis,Southern blue whiting,Gadidae,Gadiformes,gadids,Gadids,0,Southern blue whiting Campbell Island Rise
SBWHITARGS,Southern blue whiting Southern Argentina,345247.0,0.035,213621.4,13.715851816073164,2019,164775,Micromesistius australis,Southern blue whiting,Gadidae,Gadiformes,gadids,Gadids,0,Southern blue whiting Southern Argentina
SBWHITCH,Southern blue whiting Central-Southern Chile,72421.2,0.23,197739.4,0.0,2020,164775,Micromesistius australis,Southern blue whiting,Gadidae,Gadiformes,gadids,Gadids,1,Southern blue whiting Central-Southern Chile
SCMPBP,Scampi Bay of Plenty,1049.78,0.15,334.87800000000004,7.617130739983938,2021,552935,Metanephrops challengeri,Scampi,Nephropidae,Decapoda,crabs-lobsters,Invertebrate,0,Scampi Bay of Plenty
SCMPMB,Scampi Mernoo Bank,8166.0,0.05,2759.6000000000004,21.69786902415135,2017,552935,Metanephrops challengeri,Scampi,Nephropidae,Decapoda,crabs-lobsters,Invertebrate,0,Scampi Mernoo Bank
SCMPWHB,Scampi Wairarapa/Hawke Bay,2127.0,0.1,616.8000000000001,12.379229929511173,2018,552935,Metanephrops challengeri,Scampi,Nephropidae,Decapoda,crabs-lobsters,Invertebrate,0,Scampi Wairarapa/Hawke Bay
SCUPNWATLC,Scup Northwestern Atlantic Coast,159050.0,0.171,48578.600000000006,6.935880195790583,2022,169182,Stenotomus chrysops,Scup,Sparidae,Perciformes,other marine percoidids,Other Marine,0,Scup Northwestern Atlantic Coast
SDOGATLC,Spiny dogfish Atlantic Coast,106753.0,0.202,53924.8,3.380828075964832,2018,160617,Squalus acanthias,Spiny dogfish,Squalidae,Squaliformes,elasmobranchs,Sharks Rays and Skates,0,Spiny dogfish Atlantic Coast
SDOGBLKGSA29,Spiny dogfish Black Sea,702.53,0.93881,3955.746,0.0,2016,160617,Squalus acanthias,Spiny dogfish,Squalidae,Squaliformes,elasmobranchs,Sharks Rays and Skates,1,Spiny dogfish Black Sea
SEELNSSA1,Sand eel Sandeel Area 1,175408.0,0.26,123894.8,1.3372379634920355,2024,171671,Ammodytes spp,Sand eel,Ammodytidae,Perciformes,forage fish,Forage Fish,0,Sand eel Sandeel Area 1
SEELNSSA2,Sand eel Sandeel Area 2,60736.0,0.43,48836.600000000006,0.5071083052042212,2024,171671,Ammodytes spp,Sand eel,Ammodytidae,Perciformes,forage fish,Forage Fish,0,Sand eel Sandeel Area 2
SEELNSSA3,Sand eel Sandeel Area 3,145862.0,0.11,177039.0,0.0,2024,171671,Ammodytes spp,Sand eel,Ammodytidae,Perciformes,forage fish,Forage Fish,1,Sand eel Sandeel Area 3
SEELNSSA4,Sand eel Sandeel Area 4,202000.0,0.053,74400.0,18.84550482192752,2021,171671,Ammodytes spp,Sand eel,Ammodytidae,Perciformes,forage fish,Forage Fish,0,Sand eel Sandeel Area 4
SFLOUNMATLC,Summer flounder Mid-Atlantic Coast,40994.0,0.464,13265.2,2.4316414866053453,2022,172735,Paralichthys dentatus,Summer flounder,Paralichthyidae,Pleuronectiformes,pleuronectids,Flatfish,0,Summer flounder Mid-Atlantic Coast
SFMAKONPAC,Shortfin mako North Pacific,859000.0,0.145,206280.0,9.838168640010323,2016,159924,Isurus oxyrinchus,Shortfin mako,Lamnidae,Lamniformes,elasmobranchs,Sharks Rays and Skates,0,Shortfin mako North Pacific
SILVERFISHSE,Silverfish Southeast Australia,4272.61,0.0428415,3789.86,2.79859021342458,2017,172534,Seriolella punctata,Silverfish,Centrolophidae,Perciformes,other marine fish,Other Marine,0,Silverfish Southeast Australia
SKJCWPAC,Skipjack tuna Central Western Pacific Ocean,4170000.0,0.403620556,962000.0,3.633751656908031,2015,172401,Katsuwonus pelamis,Skipjack tuna,Scombridae,Perciformes,tuna-billfish,Tuna and Marlin,0,Skipjack tuna Central Western Pacific Ocean
SLKSHARCWPAC,Silky shark Central Western Pacific Ocean,5560.0,0.313,1112.0,5.141974161131311,2016,160310,Carcharhinus falciformis,Silky shark,Carcharhinidae,Carcharhiniformes,elasmobranchs,Sharks Rays and Skates,0,Silky shark Central Western Pacific Ocean
SMOOTHOREOBP,Smooth oreo Bounty Plateau,5760.0,0.102,3480.0,4.940246871778597,2008,625280,Pseudocyttus maculatus,Smooth oreo,Oreosomatidae,Zeiformes,other marine fish,Other Marine,0,Smooth oreo Bounty Plateau
SMOOTHOREOCR,Smooth oreo Chatham Rise,34800.0,0.0953,23400.0,4.164547370585236,2013,625280,Pseudocyttus maculatus,Smooth oreo,Oreosomatidae,Zeiformes,other marine fish,Other Marine,0,Smooth oreo Chatham Rise
SMOOTHOREOEPR,Smooth oreo East Pukaki Rise,3760.0,0.268,3480.0,0.2887562075202246,2006,625280,Pseudocyttus maculatus,Smooth oreo,Oreosomatidae,Zeiformes,other marine fish,Other Marine,0,Smooth oreo East Pukaki Rise
SMOOTHOREOSLD,Smooth oreo Southland,4140.0,0.056,3360.0,3.727764533251968,2007,625280,Pseudocyttus maculatus,Smooth oreo,Oreosomatidae,Zeiformes,other marine fish,Other Marine,0,Smooth oreo Southland
SMOOTHOREOWECR,Smooth oreo West end of Chatham Rise,29600.0,0.0592,16760.0,9.607757876285095,2009,625280,Pseudocyttus maculatus,Smooth oreo,Oreosomatidae,Zeiformes,other marine fish,Other Marine,0,Smooth oreo West end of Chatham Rise
SMSHRMPMEDGSA17-18,"Spottail mantis shrimp Adriatic Sea (GSA 17,18)",14193.39639,0.685637,3146.5219,2.1971963727284463,2019,99152,Squilla mantis,Spottail mantis shrimp,Squillidae,Stomatopoda,shrimps,Invertebrate,0,"Spottail mantis shrimp Adriatic Sea (GSA 17,18)"
SMSHRMPMEDGSA9,Spottail mantis shrimp Ligurian and North Tyrrhenian Sea,430.0,1.2,86.0,1.3411982603617505,2010,99152,Squilla mantis,Spottail mantis shrimp,Squillidae,Stomatopoda,shrimps,Invertebrate,0,Spottail mantis shrimp Ligurian and North Tyrrhenian Sea
SMULLMEDGSA15-16,"Surmullet Malta Island and South of Sicily (GSA 15, 16)",2460.0,0.78,518.0,1.997360752137084,2012,169418,Mullus surmuletus,Surmullet,Mullidae,Perciformes,other marine percoidids,Other Marine,0,"Surmullet Malta Island and South of Sicily (GSA 15, 16)"
SMULLMEDGSA5,Surmullet Balearic Island,370.31,0.28325,103.26,4.508704018479812,2022,169418,Mullus surmuletus,Surmullet,Mullidae,Perciformes,other marine percoidids,Other Marine,0,Surmullet Balearic Island
SMULLMEDGSA9,Surmullet Ligurian and North Tyrrhenian Sea,463.0,0.492,119.8,2.747771073993669,2015,169418,Mullus surmuletus,Surmullet,Mullidae,Perciformes,other marine percoidids,Other Marine,0,Surmullet Ligurian and North Tyrrhenian Sea
SNOSESHARATL,Atlantic sharpnose shark Atlantic,6530000.0,0.137,2320000.0,7.553574873066577,2005,160200,Rhizoprionodon terraenovae,Atlantic sharpnose shark,Carcharhinidae,Carcharhiniformes,elasmobranchs,Sharks Rays and Skates,0,Atlantic sharpnose shark Atlantic
SNOWCRABBS,Snow crab Bering Sea,96970.0,3.24,50300.0,0.2025915355588769,2016,98428,Chionoecetes opilio,Snow crab,Oregoniidae,Decapoda,crabs-lobsters,Invertebrate,0,Snow crab Bering Sea
SNOWGROUPSATLC,Snowy grouper Southern Atlantic coast,690.0,0.114,238.0,9.337025648419564,2018,167705,Epinephelus niveatus,Snowy grouper,Serranidae,Perciformes,other marine percoidids,Other Marine,0,Snowy grouper Southern Atlantic coast
SOLECS,Common sole Celtic Sea,6140.0,0.26872818,1330.0,5.692167453094754,2021,173002,Solea solea,Common sole,Soleidae,Pleuronectiformes,pleuronectids,Flatfish,0,Common sole Celtic Sea
SOLEIIIa-2224,Common sole ICES 22-24-3a,3370.0,0.203,834.0,6.878988280727391,2021,173002,Solea solea,Common sole,Soleidae,Pleuronectiformes,pleuronectids,Flatfish,0,Common sole ICES 22-24-3a
SOLEIS,Common sole Irish Sea,4070.0,0.13,1430.0,8.045911962943752,2021,173002,Solea solea,Common sole,Soleidae,Pleuronectiformes,pleuronectids,Flatfish,0,Common sole Irish Sea
SOLENS,Common sole North Sea,64800.0,0.2329,21600.0,4.717098706174795,2021,173002,Solea solea,Common sole,Soleidae,Pleuronectiformes,pleuronectids,Flatfish,0,Common sole North Sea
SOLEVIIIab,Common sole ICES 8ab,11800.0,0.363857351,3260.0,3.5353754226969096,2020,173002,Solea solea,Common sole,Soleidae,Pleuronectiformes,pleuronectids,Flatfish,0,Common sole ICES 8ab
SOLEVIId,Common sole Eastern English Channel,11669.68,0.226467867,3721.630792,5.046332105105631,2023,173002,Solea solea,Common sole,Soleidae,Pleuronectiformes,pleuronectids,Flatfish,0,Common sole Eastern English Channel
SOLEVIIe,Common sole Western English Channel,6080.0,0.2579,1216.0,6.240550261473828,2021,173002,Solea solea,Common sole,Soleidae,Pleuronectiformes,pleuronectids,Flatfish,0,Common sole Western English Channel
SOLEVIIh-k,Common sole ICES 7h-k,0.864541278,0.46835443,0.3040929974,2.2309290096605614,2019,173002,Solea solea,Common sole,Soleidae,Pleuronectiformes,pleuronectids,Flatfish,0,Common sole ICES 7h-k
SOLMEDGSA17,Common sole Northern Adriatic Sea,2859.0,0.68,624.4000000000001,2.2374058877662275,2018,173002,Solea solea,Common sole,Soleidae,Pleuronectiformes,pleuronectids,Flatfish,0,Common sole Northern Adriatic Sea
SOLMEDGSA7,Common sole Gulf of Lions,215.0,0.63,72.2,1.732060289252194,2015,173002,Solea solea,Common sole,Soleidae,Pleuronectiformes,pleuronectids,Flatfish,0,Common sole Gulf of Lions
SOUTHHAKECH,Southern hake Central-Southern Chile,143892.0,0.363757,92143.6,1.2253091719522409,2019,164797,Merluccius australis,Southern hake,Merlucciidae,Gadiformes,gadids,Gadids,0,Southern hake Central-Southern Chile
SOUTHHAKESA,Southern hake Sub-Antarctic,36373.0,0.0506,20210.2,11.613425172027052,2021,164797,Merluccius australis,Southern hake,Merlucciidae,Gadiformes,gadids,Gadids,0,Southern hake Sub-Antarctic
SPANMACKGM,Spanish mackerel Gulf of Mexico,14238.0,0.12,2847.6000000000004,13.411982603617504,2023,172436,Scomberomorus maculatus,Spanish mackerel,Scombridae,Perciformes,carangids-mackerels,Tuna and Marlin,0,Spanish mackerel Gulf of Mexico
SPANMACKSATLC,Spanish mackerel Southern Atlantic coast,6725.362793,0.395999998,1778.2378906000004,3.3592498807731883,2020,172436,Scomberomorus maculatus,Spanish mackerel,Scombridae,Perciformes,carangids-mackerels,Tuna and Marlin,0,Spanish mackerel Southern Atlantic coast
SPANMACKSETO,Japanese Spanish mackerel Inland Sea of Japan,2520.0,0.93,2160.0,0.165753419169095,2013,172446,Scomberomorus niphonius,Japanese Spanish mackerel,Scombridae,Perciformes,carangids-mackerels,Tuna and Marlin,0,Japanese Spanish mackerel Inland Sea of Japan
SPHAKECH,South Pacific hake Central-Southern Chile,165767.0,0.211967,171005.0,0.0,2020,164799,Merluccius gayi,South Pacific hake,Merlucciidae,Gadiformes,gadids,Gadids,1,South Pacific hake Central-Southern Chile
SPRAT22-32,Sprat Baltic Areas 22-32,903773.0,0.358,346229.60000000003,2.680100792923688,2023,161789,Sprattus sprattus,Sprat,Clupeidae,Clupeiformes,forage fish,Forage Fish,0,Sprat Baltic Areas 22-32
SPRATIIIa-IV,Sprat ICES 3a-4,162000.0,1.671,126000.0,0.1503976231483579,2021,161789,Sprattus sprattus,Sprat,Clupeidae,Clupeiformes,forage fish,Forage Fish,0,Sprat ICES 3a-4
SPRATVIIde,Sprat ICES 7de,17091.4,0.025,17036.88,0.1278002791319241,2018,161789,Sprattus sprattus,Sprat,Clupeidae,Clupeiformes,forage fish,Forage Fish,0,Sprat ICES 7de
SPRBLKGSA29,Sprat Black Sea,190865.0,0.04,69405.2,25.290114479972324,2020,161789,Sprattus sprattus,Sprat,Clupeidae,Clupeiformes,forage fish,Forage Fish,0,Sprat Black Sea
SPURDNEATL,Spurdog Northeast Atlantic,74100.0,0.00799617,66600.0,13.34525838691495,2020,160617,Squalus acanthias,Spurdog,Squalidae,Squaliformes,elasmobranchs,Sharks Rays and Skates,0,Spurdog Northeast Atlantic
SSARDCH,Southern sardine Central-Southern Chile,38349.0,0.26,15591.4,3.46157296792925,2020,-994,Sprattus fuegensis,Southern sardine,Clupeidae,Clupeiformes,forage fish,Forage Fish,0,Southern sardine Central-Southern Chile
SSTHORNHPCOAST,Shortspine thornyhead Pacific Coast,139000.0,0.18,39600.0,6.975804527056982,2019,166783,Sebastolobus alascanus,Shortspine thornyhead,Sebastidae,Scorpaeniformes,sebastids,Rockfish,0,Shortspine thornyhead Pacific Coast
STMARLINWCNPAC,Striped marlin Western and Central North Pacific,938.0,0.75,1020.0,0.0,2010,768127,Kajikia audax,Striped marlin,Istiophoridae,Perciformes,tuna-billfish,Tuna and Marlin,1,Striped marlin Western and Central North Pacific
STRIPEDBASSGOMCHATT,Striped bass Gulf of Maine / Cape Hatteras,61500.0,0.188,16280.0,7.069679862968499,2012,167680,Morone saxatilis,Striped bass,Moronidae,Perciformes,other marine percoidids,Other Marine,0,Striped bass Gulf of Maine / Cape Hatteras
STRMULLIIIa-IV-VIId,Striped red mullet ICES 3a-4-7d,0.5905,2.077,0.4706000000000001,0.1092735480713311,2018,169418,Mullus surmuletus,Striped red mullet,Mullidae,Perciformes,other marine percoidids,Other Marine,0,Striped red mullet ICES 3a-4-7d
SWHITSE,School whiting Southeast Australia,3564.57,1.08531,2155.94,0.4632930739923768,2019,646043,Sillago flindersi,School whiting,Sillaginidae,Perciformes,other marine percoidids,Other Marine,0,School whiting Southeast Australia
SWORDIO,Swordfish Indian Ocean,102000.0,0.0802,49600.0,8.989800243807847,2018,172482,Xiphias gladius,Swordfish,Xiphiidae,Perciformes,tuna-billfish,Tuna and Marlin,0,Swordfish Indian Ocean
SWORDNPAC,Swordfish North Pacific Ocean,29404.0,0.07,8820.0,17.20155499275916,2016,172482,Xiphias gladius,Swordfish,Xiphiidae,Perciformes,tuna-billfish,Tuna and Marlin,0,Swordfish North Pacific Ocean
TANNERCRABBSAI,Tanner crab Bering Sea and Aleutian Islands,53700.0,0.144,50476.0,0.4299654564177415,2016,98429,Chionoecetes bairdi,Tanner crab,Oregoniidae,Decapoda,crabs-lobsters,Invertebrate,0,Tanner crab Bering Sea and Aleutian Islands
TARAKSA,Tarakihi Sub-Antarctic,10800.0,0.0766,3580.0,14.414926027644452,2007,170262,Nemadactylus macropterus,Tarakihi,Cheilodactylidae,Perciformes,other marine percoidids,Other Marine,0,Tarakihi Sub-Antarctic
THRSHARNPAC,Thresher shark North Pacific,136800.0,0.09,48540.0,11.512575609888833,2014,159916,Alopias vulpinus,Thresher shark,Cetorhinidae,Lamniformes,elasmobranchs,Sharks Rays and Skates,0,Thresher shark North Pacific
TIGERFLATSE,Tiger flathead Southeast Australia,9820.0,0.853,4780.0,0.8440569470844196,2015,644187,Neoplatycephalus richardsoni,Tiger flathead,Platycephalidae,Scorpaeniformes,other scorpaenids,Other Marine,0,Tiger flathead Southeast Australia
TILEGM,Tilefish Gulf of Mexico,17.3,0.17,5.920000000000001,6.308059132987169,2009,168546,Lopholatilus chamaeleonticeps,Tilefish,Malacanthidae,Perciformes,other marine percoidids,Other Marine,0,Tilefish Gulf of Mexico
TILEMATLC,Tilefish Mid-Atlantic Coast,8479.0,0.249,5721.6,1.5796949066861952,2016,168546,Lopholatilus chamaeleonticeps,Tilefish,Malacanthidae,Perciformes,other marine percoidids,Other Marine,0,Tilefish Mid-Atlantic Coast
TILESATLC,Tilefish Southern Atlantic coast,18.5,0.267,17.56,0.195307654971193,2018,168546,Lopholatilus chamaeleonticeps,Tilefish,Malacanthidae,Perciformes,other marine percoidids,Other Marine,0,Tilefish Southern Atlantic coast
TREVALLYTRE7,Trevally New Zealand Areas TRE 7,11500.0,0.0938,4460.0,10.098062572891598,2014,168641,Pseudocaranx dentex,Trevally,Carangidae,Perciformes,carangids-mackerels,Other Marine,0,Trevally New Zealand Areas TRE 7
TURBLKGSA29,Turbot Black Sea,1992.608772,0.973537436,2070.5345460000003,0.0,2016,616195,Psetta maxima,Turbot,Scophthalmidae,Pleuronectiformes,pleuronectids,Flatfish,1,Turbot Black Sea
TURIV,Turbot North Sea,8880.0,0.350002829,3080.0,3.025324003934253,2021,172748,Scophthalmus maximus,Turbot,Scophthalmidae,Pleuronectiformes,pleuronectids,Flatfish,0,Turbot North Sea
VSNAPGM,Vermilion snapper Gulf of Mexico,353000000000000.0,0.239,134800000000000.0,4.027932462155189,2017,168909,Rhomboplites aurorubens,Vermilion snapper,Lutjanidae,Perciformes,other marine percoidids,Other Marine,0,Vermilion snapper Gulf of Mexico
VSNAPSATLC,Vermilion snapper Southern Atlantic coast,20700000000000.0,0.25,9820000000000.0,2.9828503116197957,2016,168909,Rhomboplites aurorubens,Vermilion snapper,Lutjanidae,Perciformes,other marine percoidids,Other Marine,0,Vermilion snapper Southern Atlantic coast
WANGLGSA1-7,White anglerfish Geographical Sub-Areas 1-7,391.0,0.45,78.2,3.576528694298001,2015,164501,Lophius piscatorius,White anglerfish,Lophiidae,Lophiiformes,other marine fish,Other Marine,0,White anglerfish Geographical Sub-Areas 1-7
WANGLVII-VIIIabd,White anglerfish ICES 7-8abd,64200.0,0.23311875,12840.0,6.903940212591652,2021,164501,Lophius piscatorius,White anglerfish,Lophiidae,Lophiiformes,other marine fish,Other Marine,0,White anglerfish ICES 7-8abd
WANGLVIIIc-IXa,White anglerfish ICES 8c-9a,11600.0,0.083,2400.0,18.982365792270105,2021,164501,Lophius piscatorius,White anglerfish,Lophiidae,Lophiiformes,other marine fish,Other Marine,0,White anglerfish ICES 8c-9a
WAREHOUESE,Blue warehou Eastern half of Southeast Australia,673.0,0.0429,2720.0,0.0,2008,172531,Seriolella brama,Blue warehou,Centrolophidae,Perciformes,other marine fish,Other Marine,1,Blue warehou Eastern half of Southeast Australia
WAREHOUWSE,Blue warehou Western half of Southeast Australia,525.0,0.312,828.0,0.0,2008,172531,Seriolella brama,Blue warehou,Centrolophidae,Perciformes,other marine fish,Other Marine,1,Blue warehou Western half of Southeast Australia
WHAKE4T,White hake Southern Gulf of St. Lawrence,7068.966,0.029267,12551.7242,0.0,2019,164732,Urophycis tenuis,White hake,Phycidae,Gadiformes,gadids,Gadids,1,White hake Southern Gulf of St. Lawrence
WHAKEGBGOM,White hake Gulf of Maine / Georges Bank,17978.0,0.104000002,8075.200000000001,7.695684001499794,2022,164732,Urophycis tenuis,White hake,Phycidae,Gadiformes,gadids,Gadids,0,White hake Gulf of Maine / Georges Bank
WHITMEDGSA29,Whiting Black Sea,16496.93,1.685119,12573.53,0.1611639845285551,2021,164758,Merlangius merlangus,Whiting,Gadidae,Gadiformes,gadids,Gadids,0,Whiting Black Sea
WHITNS-VIId,Whiting ICES 4-7d,348137.0,0.101,87096.20000000001,13.71864183734186,2023,164758,Merlangius merlangus,Whiting,Gadidae,Gadiformes,gadids,Gadids,0,Whiting ICES 4-7d
WHITVIIa,Whiting Irish Sea,1390.0,0.7595,9260.0,0.0,2021,164758,Merlangius merlangus,Whiting,Gadidae,Gadiformes,gadids,Gadids,1,Whiting Irish Sea
WHITVIIbce-k,Whiting Celtic Sea,29740.0,0.659,13996.6,1.1436699515237916,2023,164758,Merlangius merlangus,Whiting,Gadidae,Gadiformes,gadids,Gadids,0,Whiting Celtic Sea
WHITVIa,Whiting West of Scotland,32700.0,0.065,20800.0,6.960339864552852,2021,164758,Merlangius merlangus,Whiting,Gadidae,Gadiformes,gadids,Gadids,0,Whiting West of Scotland
WINFLOUN4T,Winter flounder Southern Gulf of St. Lawrence,72253.99,0.000320648,100630.816,0.0,2016,172905,Pseudopleuronectes americanus,Winter flounder,Pleuronectidae,Pleuronectiformes,pleuronectids,Flatfish,1,Winter flounder Southern Gulf of St. Lawrence
WINFLOUN5Z,Winter flounder Georges Bank,4503.0,0.075999998,3325.8,3.987284245030606,2021,172905,Pseudopleuronectes americanus,Winter flounder,Pleuronectidae,Pleuronectiformes,pleuronectids,Flatfish,0,Winter flounder Georges Bank
WINFLOUNSNEMATL,Winter flounder Southern New England /Mid Atlantic,3472.0,0.061000001,4706.6,0.0,2022,172905,Pseudopleuronectes americanus,Winter flounder,Pleuronectidae,Pleuronectiformes,pleuronectids,Flatfish,1,Winter flounder Southern New England /Mid Atlantic
WITFLOUN5Y,Witch flounder Gulf of Maine,22419.0,0.687,32898.6,0.0,2021,172873,Glyptocephalus cynoglossus,Witch flounder,Pleuronectidae,Pleuronectiformes,pleuronectids,Flatfish,1,Witch flounder Gulf of Maine
WITFLOUNIIIa-IV-VIId,Witch flounder ICES 3a-4-7d,5600.0,0.202,1256.0,7.400170939084637,2020,172873,Glyptocephalus cynoglossus,Witch flounder,Pleuronectidae,Pleuronectiformes,pleuronectids,Flatfish,0,Witch flounder ICES 3a-4-7d
WMARLINATL,White marlin Atlantic Ocean,706.0,0.094042217,1652.0,0.0,2010,172499,Tetrapturus albidus,White marlin,Istiophoridae,Perciformes,tuna-billfish,Tuna and Marlin,1,White marlin Atlantic Ocean
WPOLLAI,Walleye pollock Aleutian Islands,89906.0,0.00694,63255.600000000006,50.66008916942686,2021,164722,Theragra chalcogramma,Walleye pollock,Gadidae,Gadiformes,gadids,Gadids,0,Walleye pollock Aleutian Islands
WPOLLEBS,Walleye pollock Eastern Bering Sea,1797500.0,0.605870008,768502.0,1.4024607802464268,2021,164722,Theragra chalcogramma,Walleye pollock,Gadidae,Gadiformes,gadids,Gadids,0,Walleye pollock Eastern Bering Sea
WPOLLGA,Walleye pollock Gulf of Alaska,197189.0,0.204679996,102990.2,3.1733869176337235,2021,164722,Theragra chalcogramma,Walleye pollock,Gadidae,Gadiformes,gadids,Gadids,0,Walleye pollock Gulf of Alaska
WPOLLNAVAR,Walleye pollock Navarinsky,1542450.0,0.32,474900.0,3.6813221399632288,2023,164722,Theragra chalcogramma,Walleye pollock,Gadidae,Gadiformes,gadids,Gadids,0,Walleye pollock Navarinsky
WPOLLNSO,Walleye pollock Northern Sea of Okhotsk,5500000.0,0.23,1667400.0,5.189054631495866,2023,164722,Theragra chalcogramma,Walleye pollock,Gadidae,Gadiformes,gadids,Gadids,0,Walleye pollock Northern Sea of Okhotsk
WROCKPCOAST,Widow rockfish Pacific Coast,80900.0,0.428,18760.0,3.414688973098989,2019,166719,Sebastes entomelas,Widow rockfish,Sebastidae,Scorpaeniformes,sebastids,Rockfish,0,Widow rockfish Pacific Coast
WSHRIMPGM,White shrimp Gulf of Mexico,291826.7149,1.5743,148918.40142,0.4273401953439218,2017,551680,Litopenaeus setiferus,White shrimp,Penaeidae,Decapoda,shrimps,Invertebrate,0,White shrimp Gulf of Mexico
YEGROUPGM,Yellowedge grouper Gulf of Mexico,4000.0,0.068,2660.0,5.999532916562983,2009,167699,Epinephelus flavolimbatus,Yellowedge grouper,Serranidae,Perciformes,other marine percoidids,Other Marine,0,Yellowedge grouper Gulf of Mexico
YELL3LNO,Yellowtail flounder Grand Banks,162000.0,0.126,48400.0,9.588067631030144,2014,172909,Limanda ferruginea,Yellowtail flounder,Pleuronectidae,Pleuronectiformes,pleuronectids,Flatfish,0,Yellowtail flounder Grand Banks
YELLCCODGOM,Yellowtail flounder Cape Cod / Gulf of Maine,3058.0,0.104000002,774.6,13.203553778858156,2021,172909,Limanda ferruginea,Yellowtail flounder,Pleuronectidae,Pleuronectiformes,pleuronectids,Flatfish,0,Yellowtail flounder Cape Cod / Gulf of Maine
YELLGB,Yellowtail flounder Georges Bank,9530.0,0.29,4440.0,2.633759797317164,2007,172909,Limanda ferruginea,Yellowtail flounder,Pleuronectidae,Pleuronectiformes,pleuronectids,Flatfish,0,Yellowtail flounder Georges Bank
YELLSNEMATL,Yellowtail flounder Southern New England /Mid Atlantic,174.0,0.082000002,4694.2,0.0,2022,172909,Limanda ferruginea,Yellowtail flounder,Pleuronectidae,Pleuronectiformes,pleuronectids,Flatfish,1,Yellowtail flounder Southern New England /Mid Atlantic
YEYEROCKPCOAST,Yelloweye rockfish Pacific Coast,323130000.0,0.09393,228000000.0,3.712435750839432,2017,166740,Sebastes ruberrimus,Yelloweye rockfish,Sebastidae,Scorpaeniformes,sebastids,Rockfish,0,Yelloweye rockfish Pacific Coast
YFINCWPAC,Yellowfin tuna Central Western Pacific Ocean,1210000.0,0.457,1044000.0,0.3228903066700278,2015,172423,Thunnus albacares,Yellowfin tuna,Scombridae,Perciformes,tuna-billfish,Tuna and Marlin,0,Yellowfin tuna Central Western Pacific Ocean
YFINEPAC,Yellowfin tuna Eastern Pacific,3360000.0,0.916,1780000.0,0.6935890935274224,2016,172423,Thunnus albacares,Yellowfin tuna,Scombridae,Perciformes,tuna-billfish,Tuna and Marlin,0,Yellowfin tuna Eastern Pacific
YNOSESKACSCH,Yellownose skate Central-Southern Chile,1020.0,0.00329,528.0,200.14031081217485,2014,-991,Zearaja chilensis,Yellownose skate,Rajidae,Rajiformes,elasmobranchs,Sharks Rays and Skates,0,Yellownose skate Central-Southern Chile
YNOSESKASCH,Yellownose skate Southern Chile,341.0,0.00695,1530.0,0.0,2014,-991,Zearaja chilensis,Yellownose skate,Rajidae,Rajiformes,elasmobranchs,Sharks Rays and Skates,1,Yellownose skate Southern Chile
YSOLEBSAI,Yellowfin sole Bering Sea and Aleutian Islands,941735.0,0.163880005,287472.0,7.240654248583194,2021,172907,Limanda aspera,Yellowfin sole,Pleuronectidae,Pleuronectiformes,pleuronectids,Flatfish,0,Yellowfin sole Bering Sea and Aleutian Islands
YTROCKNPCOAST,Yellowtail rockfish Northern Pacific Coast,11300000000000.0,0.14685,3000000000000.0,9.030918876746238,2017,166720,Sebastes flavidus,Yellowtail rockfish,Sebastidae,Scorpaeniformes,sebastids,Rockfish,0,Yellowtail rockfish Northern Pacific Coast
